pk_interaction,fk_client,fk_produit,fk_canal,fk_type_transaction,fk_gestionnaire,fk_compte,fk_statut,fk_date,montant_transaction,frais_transaction,solde,nombre_operations,date_interaction
291,8803555409,11,1,5,20050,40797789282,1,2024-05-05,62818,1119,102683,1,2024-05-05
292,4852301672,5,2,3,20073,68588101291,1,2024-07-09,3895711,48634,16213390,1,2024-07-09
293,4852301672,1,2,1,20073,68588101291,1,2024-01-08,1662468,4824,16213390,1,2024-01-08
294,4852301672,1,2,12,20073,68588101291,1,2026-02-05,56625,454,16213390,1,2026-02-05
295,4852301672,11,1,3,20073,68588101291,1,2026-08-01,4806423,33645,16213390,1,2026-08-01
296,4852301672,13,1,8,20073,68588101291,1,2025-12-06,625743,8272,16213390,1,2025-12-06
297,4852301672,6,2,7,20073,68588101291,1,2024-06-02,433588,4263,16213390,1,2024-06-02
298,4852301672,11,2,11,20073,68588101291,1,2026-09-16,0,0,16213390,1,2026-09-16
299,4852301672,3,2,1,20073,68588101291,1,2026-09-05,1458878,10402,16213390,1,2026-09-05
300,4852301672,11,1,5,20073,68588101291,1,2025-07-18,207724,2045,16213390,1,2025-07-18
301,4852301672,1,2,1,20073,68588101291,1,2024-06-16,353945,5534,16213390,3,2024-06-16
302,8685632353,16,1,6,20034,31409150262,1,2026-06-02,2635,10,23255249,1,2026-06-02
303,8685632353,21,1,11,20034,31409150262,1,2025-09-26,0,0,23255249,1,2025-09-26
304,8685632353,10,1,5,20034,71671412701,1,2026-08-14,289247,874,15723855,1,2026-08-14
305,8685632353,27,2,12,20034,90028308506,2,2025-09-21,39722,523,0,1,2025-09-21
306,8685632353,28,2,3,20034,31409150262,1,2025-12-12,4435522,3049,23255249,1,2025-12-12
307,8685632353,10,1,10,20034,71671412701,1,2024-09-18,0,0,15723855,1,2024-09-18
308,8685632353,25,2,12,20034,71671412701,5,2025-09-24,46691,213,15723855,1,2025-09-24
309,8685632353,3,1,1,20034,71671412701,1,2025-05-05,262601,622,15723855,1,2025-05-05
310,8685632353,16,1,1,20034,90028308506,1,2026-08-02,929442,17265,0,1,2026-08-02
311,8685632353,2,2,1,20034,31409150262,1,2026-08-04,373951,708,23255249,1,2026-08-04
312,8685632353,5,2,2,20034,71671412701,1,2024-10-06,187205,1327,15723855,1,2024-10-06
313,8685632353,5,1,3,20034,90028308506,1,2025-12-05,59682,488,0,3,2025-12-05
314,8685632353,5,2,4,20034,71671412701,1,2025-12-18,2107320,16511,15723855,1,2025-12-18
315,6480877059,28,1,3,20020,90746202244,1,2024-08-23,1489459,9594,63698,1,2024-08-23
316,6480877059,24,2,13,20020,90746202244,4,2024-11-09,54415,847,63698,1,2024-11-09
317,6480877059,10,1,10,20020,90746202244,1,2025-03-15,0,0,63698,1,2025-03-15
318,6480877059,15,1,1,20020,90746202244,1,2024-10-06,904907,8258,63698,1,2024-10-06
319,6480877059,16,1,9,20020,90746202244,1,2025-08-26,866858,12158,63698,1,2025-08-26
320,6480877059,24,2,13,20020,90746202244,1,2025-12-15,127522,400,63698,1,2025-12-15
321,6480877059,6,1,7,20020,90746202244,1,2025-06-19,362023,5346,63698,1,2025-06-19
322,6480877059,30,1,9,20020,90746202244,1,2025-06-14,556798,2372,63698,1,2025-06-14
323,6480877059,19,1,5,20020,90746202244,3,2026-04-18,9104,54,63698,1,2026-04-18
324,6480877059,20,1,10,20020,90746202244,1,2025-01-31,0,0,63698,1,2025-01-31
325,6480877059,19,1,3,20020,90746202244,1,2025-12-08,2561502,1854,63698,1,2025-12-08
326,6480877059,20,2,10,20020,90746202244,1,2026-07-08,0,0,63698,1,2026-07-08
327,6480877059,21,1,10,20020,90746202244,1,2024-11-04,0,0,63698,1,2024-11-04
328,6480877059,21,1,10,20020,90746202244,1,2025-12-05,0,0,63698,1,2025-12-05
329,6480877059,9,1,2,20020,90746202244,1,2026-08-14,994684,15782,63698,1,2026-08-14
330,6480877059,17,1,3,20020,90746202244,1,2025-09-13,4576243,12648,63698,1,2025-09-13
331,6480877059,10,1,10,20020,90746202244,1,2026-09-06,0,0,63698,1,2026-09-06
332,6480877059,22,1,10,20020,90746202244,1,2025-02-11,0,0,63698,1,2025-02-11
333,6480877059,18,1,10,20020,90746202244,1,2025-10-16,0,0,63698,1,2025-10-16
334,6480877059,6,2,7,20020,90746202244,1,2025-02-12,137258,645,63698,1,2025-02-12
335,6480877059,27,2,4,20020,90746202244,1,2024-01-07,2687830,20730,63698,1,2024-01-07
336,6480877059,14,1,9,20020,90746202244,1,2026-09-22,343692,6690,63698,1,2026-09-22
337,6480877059,18,2,3,20020,90746202244,1,2024-11-27,2184268,15210,63698,1,2024-11-27
338,6480877059,22,1,11,20020,90746202244,1,2026-09-03,0,0,63698,1,2026-09-03
339,6480877059,21,1,10,20020,90746202244,1,2025-12-29,0,0,63698,1,2025-12-29
340,6480877059,24,1,4,20020,90746202244,1,2026-07-15,1480861,28084,63698,1,2026-07-15
341,6480877059,6,2,2,20020,90746202244,1,2026-08-29,633562,4688,63698,1,2026-08-29
342,6480877059,3,2,3,20020,90746202244,1,2025-10-20,3982520,46499,63698,1,2025-10-20
343,6480877059,22,1,10,20020,90746202244,1,2026-09-23,0,0,63698,1,2026-09-23
344,6480877059,9,2,2,20020,90746202244,1,2026-04-07,738860,2175,63698,1,2026-04-07
345,6480877059,4,2,2,20020,90746202244,1,2025-09-08,130956,1168,63698,1,2025-09-08
346,6480877059,3,2,1,20020,90746202244,1,2025-12-31,1899339,13290,63698,1,2025-12-31
347,6480877059,12,1,11,20020,90746202244,1,2024-10-01,0,0,63698,1,2024-10-01
348,6480877059,30,2,9,20020,90746202244,1,2024-01-19,991951,3733,63698,1,2024-01-19
349,6480877059,7,1,2,20020,90746202244,1,2024-12-14,435211,2283,63698,1,2024-12-14
350,6480877059,12,1,5,20020,90746202244,1,2025-06-21,93605,1060,63698,1,2025-06-21
351,6480877059,30,1,3,20020,90746202244,1,2024-11-13,3912075,21262,63698,1,2024-11-13
352,6480877059,31,2,8,20020,90746202244,1,2025-08-29,510755,2053,63698,1,2025-08-29
353,6480877059,6,2,10,20020,90746202244,1,2026-01-02,0,0,63698,1,2026-01-02
354,6480877059,28,1,3,20020,90746202244,1,2025-12-31,1126315,5894,63698,1,2025-12-31
355,6480877059,1,2,4,20020,90746202244,1,2026-07-09,2988767,46953,63698,1,2026-07-09
356,6480877059,24,1,12,20020,90746202244,2,2026-08-29,45769,684,63698,1,2026-08-29
357,6480877059,1,1,4,20020,90746202244,1,2026-07-07,4888638,16118,63698,1,2026-07-07
358,6480877059,13,1,8,20020,90746202244,1,2025-12-05,297679,1938,63698,1,2025-12-05
359,6480877059,6,1,10,20020,90746202244,3,2024-10-15,0,0,63698,1,2024-10-15
360,6480877059,22,1,10,20020,90746202244,5,2026-08-11,0,0,63698,1,2026-08-11
361,6480877059,1,2,4,20020,90746202244,1,2024-09-05,351203,5577,63698,1,2024-09-05
362,6480877059,14,1,8,20020,90746202244,1,2024-08-05,144238,1115,63698,1,2024-08-05
363,6480877059,22,1,10,20020,90746202244,1,2025-02-19,0,0,63698,1,2025-02-19
364,6480877059,5,1,10,20020,90746202244,4,2025-10-25,0,0,63698,1,2025-10-25
365,6480877059,28,2,3,20020,90746202244,1,2026-01-23,1385957,18276,63698,1,2026-01-23
366,6480877059,11,2,3,20020,90746202244,1,2024-01-24,3920774,51604,63698,2,2024-01-24
367,3236875131,22,1,11,20012,56593676218,1,2025-07-17,0,0,6268,1,2025-07-17
368,3236875131,21,1,11,20012,56593676218,3,2025-02-27,0,0,6268,1,2025-02-27
369,3236875131,5,2,10,20012,56593676218,1,2026-05-23,0,0,6268,1,2026-05-23
370,3236875131,27,2,4,20012,56593676218,5,2025-03-20,657412,1073,6268,3,2025-03-20
371,5897499988,18,1,6,20069,82454024824,1,2026-04-22,14477,88,199461,1,2026-04-22
372,5897499988,18,1,6,20069,82454024824,1,2026-09-18,18887,37,199461,1,2026-09-18
373,5154995083,3,2,2,20044,19703798869,1,2024-06-04,626945,8917,98407,1,2024-06-04
374,5154995083,6,2,10,20044,19703798869,1,2025-07-10,0,0,98407,1,2025-07-10
375,5154995083,29,2,1,20044,19703798869,1,2026-05-01,1076836,1386,98407,1,2026-05-01
376,5154995083,2,2,2,20044,92836608203,1,2024-12-23,328847,1108,34233,1,2024-12-23
377,5154995083,1,2,12,20044,19703798869,1,2024-08-29,398,5,98407,1,2024-08-29
378,5154995083,24,2,13,20044,19703798869,1,2025-05-01,328793,2281,98407,1,2025-05-01
379,5154995083,14,1,9,20044,19703798869,1,2025-03-09,96186,1003,98407,1,2025-03-09
380,5154995083,3,2,2,20044,92836608203,1,2024-09-19,944107,3001,34233,1,2024-09-19
381,5154995083,8,1,2,20044,92836608203,1,2026-08-19,650401,1981,34233,1,2026-08-19
382,5154995083,24,2,12,20044,19703798869,1,2025-07-30,52496,249,98407,1,2025-07-30
383,5154995083,17,1,10,20044,19703798869,1,2025-11-26,0,0,98407,1,2025-11-26
384,5154995083,24,2,4,20044,19703798869,1,2024-07-01,3082558,25976,98407,1,2024-07-01
385,5678824979,25,2,4,20020,98674499591,1,2025-06-13,3609706,762,93057,1,2025-06-13
386,5678824979,26,2,4,20020,98674499591,1,2024-09-28,755090,9489,93057,1,2024-09-28
387,5678824979,18,1,10,20020,98674499591,1,2025-06-09,0,0,93057,1,2025-06-09
388,5678824979,12,1,5,20020,98674499591,1,2025-07-08,53460,647,93057,1,2025-07-08
389,5678824979,30,2,9,20020,98674499591,1,2025-09-03,594084,262,93057,1,2025-09-03
390,5678824979,22,1,11,20020,98674499591,1,2024-12-31,0,0,93057,1,2024-12-31
391,5678824979,18,1,5,20020,98674499591,1,2025-02-13,155811,3012,93057,1,2025-02-13
392,5678824979,17,1,6,20020,98674499591,1,2025-12-31,19932,362,93057,1,2025-12-31
393,5678824979,23,1,11,20020,98674499591,1,2025-12-06,0,0,93057,1,2025-12-06
394,5678824979,21,1,11,20020,98674499591,1,2026-01-06,0,0,93057,2,2026-01-06
395,5678824979,20,1,5,20020,98674499591,1,2025-04-26,221923,3501,93057,1,2025-04-26
396,5678824979,29,2,1,20020,98674499591,1,2025-03-12,230850,2761,93057,1,2025-03-12
397,5678824979,28,1,3,20020,98674499591,1,2025-03-29,3809430,15857,93057,1,2025-03-29
398,5678824979,14,1,6,20020,98674499591,1,2026-08-17,5742,41,93057,1,2026-08-17
399,5678824979,7,1,10,20020,98674499591,1,2025-05-15,0,0,93057,1,2025-05-15
400,5678824979,20,1,10,20020,98674499591,1,2025-11-24,0,0,93057,1,2025-11-24
401,5678824979,17,1,6,20020,98674499591,1,2025-09-06,12424,205,93057,1,2025-09-06
402,5678824979,18,1,3,20020,98674499591,1,2026-06-27,4473322,80188,93057,1,2026-06-27
403,5678824979,28,2,12,20020,98674499591,1,2025-04-17,78062,506,93057,1,2025-04-17
404,5678824979,2,2,12,20020,98674499591,5,2025-06-20,50361,574,93057,1,2025-06-20
405,5678824979,10,1,11,20020,98674499591,2,2026-06-06,0,0,93057,1,2026-06-06
406,5678824979,28,1,3,20020,98674499591,1,2024-08-17,861826,13003,93057,1,2024-08-17
407,5678824979,31,2,9,20020,98674499591,1,2025-11-13,334185,4611,93057,1,2025-11-13
408,2384670819,5,2,1,20020,90190623666,1,2024-01-25,1512164,15333,276444,1,2024-01-25
409,2384670819,31,1,8,20020,90190623666,1,2026-06-26,398546,2587,276444,1,2026-06-26
410,2384670819,15,1,1,20020,90190623666,1,2024-06-10,1166751,11139,276444,1,2024-06-10
411,2384670819,14,1,7,20020,90190623666,1,2026-09-23,346619,6190,276444,1,2026-09-23
412,2384670819,13,1,6,20020,90190623666,1,2025-12-11,1634,25,276444,3,2025-12-11
413,2384670819,10,1,11,20020,90190623666,1,2024-04-18,0,0,276444,1,2024-04-18
414,2384670819,23,1,11,20020,90190623666,1,2025-10-14,0,0,276444,1,2025-10-14
415,6066514095,16,1,6,20016,92287871310,1,2026-07-31,8731,121,339096,1,2026-07-31
416,6066514095,25,1,13,20016,77278455523,1,2024-10-15,58040,500,153106,1,2024-10-15
417,6066514095,9,2,2,20016,77278455523,1,2026-06-27,971949,17666,153106,1,2026-06-27
418,1521783708,26,2,4,20029,52223163943,1,2024-01-02,3388956,16401,751735,1,2024-01-02
419,1521783708,23,1,11,20029,52223163943,3,2025-10-10,0,0,751735,1,2025-10-10
420,1521783708,31,1,8,20029,52223163943,1,2025-04-10,787548,15047,751735,1,2025-04-10
421,1521783708,14,1,6,20029,52223163943,1,2025-04-30,7657,125,751735,1,2025-04-30
422,1521783708,2,2,10,20029,52223163943,1,2024-12-02,0,0,751735,1,2024-12-02
423,1521783708,32,2,3,20029,52223163943,1,2025-01-01,3658341,55107,751735,1,2025-01-01
424,1521783708,25,2,4,20029,52223163943,2,2025-07-07,2919703,40086,751735,1,2025-07-07
425,1521783708,7,1,2,20029,52223163943,1,2024-12-06,554149,9177,751735,1,2024-12-06
426,1521783708,25,1,12,20029,52223163943,1,2025-07-16,99293,1860,751735,3,2025-07-16
427,2732465373,26,2,13,20014,85661943397,1,2025-08-12,767653,12181,3086,1,2025-08-12
428,2732465373,32,2,8,20014,85661943397,5,2025-10-18,242428,4394,3086,1,2025-10-18
429,2732465373,25,2,13,20014,85661943397,1,2025-07-12,452233,3477,3086,1,2025-07-12
430,2732465373,15,1,2,20014,85661943397,1,2025-05-15,224067,1806,3086,1,2025-05-15
431,2732465373,5,2,3,20014,85661943397,1,2024-12-27,1373376,13077,3086,1,2024-12-27
432,2732465373,18,1,6,20014,85661943397,1,2025-04-02,18835,125,3086,1,2025-04-02
433,2732465373,14,1,6,20014,85661943397,1,2025-06-16,19172,324,3086,1,2025-06-16
434,2732465373,3,2,10,20014,85661943397,4,2025-10-30,0,0,3086,1,2025-10-30
435,2732465373,2,1,4,20014,85661943397,1,2025-08-15,892597,11488,3086,1,2025-08-15
436,2732465373,1,1,4,20014,85661943397,1,2024-06-16,4569703,59252,3086,1,2024-06-16
437,2732465373,7,1,2,20014,85661943397,1,2025-03-17,55641,449,3086,1,2025-03-17
438,2732465373,25,1,4,20014,85661943397,1,2025-04-25,4735989,47195,3086,1,2025-04-25
439,2732465373,16,1,2,20014,85661943397,1,2026-02-14,370161,4090,3086,1,2026-02-14
440,2732465373,13,1,8,20014,85661943397,1,2025-03-08,265863,3275,3086,1,2025-03-08
441,2732465373,20,1,5,20014,85661943397,1,2024-01-14,245567,2264,3086,1,2024-01-14
442,2732465373,31,1,9,20014,85661943397,1,2024-05-16,319546,5885,3086,1,2024-05-16
443,2732465373,27,2,12,20014,85661943397,1,2025-08-12,83574,97,3086,1,2025-08-12
444,2732465373,22,1,11,20014,85661943397,1,2024-09-23,0,0,3086,1,2024-09-23
445,2732465373,24,2,4,20014,85661943397,2,2025-08-09,2994884,32270,3086,1,2025-08-09
446,2732465373,24,2,4,20014,85661943397,3,2025-10-25,578036,8757,3086,3,2025-10-25
447,2732465373,23,1,10,20014,85661943397,1,2026-08-03,0,0,3086,1,2026-08-03
448,5831992312,9,1,2,20073,51067492787,1,2025-06-11,587527,7461,82583,1,2025-06-11
449,5831992312,12,1,5,20073,51067492787,1,2026-09-03,72581,477,82583,1,2026-09-03
450,5831992312,10,1,3,20073,51067492787,1,2024-01-25,2253516,33301,82583,1,2024-01-25
451,5831992312,29,2,1,20073,51067492787,1,2025-02-28,1900328,93,82583,1,2025-02-28
452,5831992312,22,1,11,20073,51067492787,1,2026-04-13,0,0,82583,1,2026-04-13
453,5831992312,26,2,12,20073,51067492787,1,2025-04-08,62067,1033,82583,1,2025-04-08
454,5831992312,5,2,12,20073,51067492787,5,2026-07-26,80126,1414,82583,1,2026-07-26
455,5831992312,15,1,1,20073,51067492787,1,2024-10-31,352414,4486,82583,1,2024-10-31
456,5831992312,12,1,5,20073,51067492787,1,2026-04-30,209986,2235,82583,1,2026-04-30
457,5831992312,28,2,3,20073,51067492787,1,2024-10-10,1868065,33005,82583,1,2024-10-10
458,5831992312,31,1,9,20073,51067492787,1,2024-10-04,883819,2412,82583,1,2024-10-04
459,5352947787,18,1,5,20028,58867756295,1,2024-09-10,191501,1203,1409422,1,2024-09-10
460,5352947787,30,2,9,20028,58867756295,1,2026-05-11,619067,957,1409422,1,2026-05-11
461,5352947787,22,1,10,20028,58867756295,1,2025-07-29,0,0,1409422,1,2025-07-29
462,5352947787,22,1,10,20028,58867756295,1,2026-08-20,0,0,1409422,1,2026-08-20
463,5352947787,7,1,2,20028,58867756295,1,2024-05-15,391451,87,1409422,1,2024-05-15
464,5352947787,30,1,8,20028,58867756295,1,2025-12-02,751134,8609,1409422,1,2025-12-02
465,5352947787,13,1,6,20028,58867756295,1,2026-02-25,19298,48,1409422,1,2026-02-25
466,5352947787,9,2,7,20028,58867756295,1,2025-12-06,286489,1485,1409422,1,2025-12-06
467,5352947787,32,1,3,20028,58867756295,1,2025-09-13,4528853,57872,1409422,1,2025-09-13
468,5352947787,13,1,9,20028,58867756295,1,2025-10-29,434393,2464,1409422,1,2025-10-29
469,5352947787,11,1,11,20028,58867756295,1,2026-01-30,0,0,1409422,1,2026-01-30
470,5352947787,1,2,10,20028,58867756295,1,2026-06-19,0,0,1409422,1,2026-06-19
471,1435933020,13,1,2,20061,53959016731,1,2025-06-29,715578,1801,147279,1,2025-06-29
472,1435933020,12,1,10,20061,53959016731,1,2026-07-09,0,0,147279,1,2026-07-09
473,1435933020,2,2,12,20061,53959016731,1,2026-03-12,69710,485,147279,1,2026-03-12
474,1435933020,21,1,11,20061,53959016731,1,2024-11-02,0,0,147279,1,2024-11-02
475,1435933020,14,1,6,20061,53959016731,1,2026-01-01,4567,84,147279,1,2026-01-01
476,8988049106,32,2,9,20067,10391549709,1,2026-04-12,217724,1147,5756405,1,2026-04-12
477,8988049106,8,1,10,20067,10391549709,1,2024-07-30,0,0,5756405,1,2024-07-30
478,8988049106,16,1,8,20067,87300980438,1,2026-02-06,664371,1735,504845,1,2026-02-06
479,8988049106,2,1,2,20067,10391549709,1,2025-04-20,24779,70,5756405,1,2025-04-20
480,8988049106,3,1,4,20067,87300980438,1,2026-02-15,4196580,3989,504845,1,2026-02-15
481,8988049106,16,1,9,20067,10391549709,1,2024-10-25,274560,2750,5756405,1,2024-10-25
482,8988049106,21,1,11,20067,10391549709,1,2025-12-23,0,0,5756405,1,2025-12-23
483,8988049106,12,1,3,20067,10391549709,1,2024-07-06,4461452,24852,5756405,1,2024-07-06
484,8988049106,22,1,11,20067,87300980438,2,2024-08-29,0,0,504845,1,2024-08-29
485,8988049106,25,1,13,20067,10391549709,1,2025-12-01,1787151,22209,5756405,1,2025-12-01
486,8988049106,29,2,3,20067,87300980438,3,2025-03-13,4620446,88354,504845,1,2025-03-13
487,8988049106,3,2,10,20067,87300980438,1,2026-02-11,0,0,504845,1,2026-02-11
488,5589977923,5,2,10,20004,52052909471,1,2025-12-11,0,0,2097864,1,2025-12-11
489,5589977923,5,1,4,20004,52052909471,4,2026-08-13,3895290,61676,2097864,1,2026-08-13
490,5589977923,17,2,10,20004,52052909471,1,2026-07-02,0,0,2097864,1,2026-07-02
491,5589977923,10,1,3,20004,52052909471,1,2024-10-31,118976,699,2097864,1,2024-10-31
492,5589977923,11,1,5,20004,52052909471,1,2024-08-08,202789,127,2097864,1,2024-08-08
493,5589977923,8,1,2,20004,52052909471,1,2024-10-23,930343,18572,2097864,1,2024-10-23
494,5589977923,26,2,13,20004,52052909471,4,2024-06-02,297404,1601,2097864,1,2024-06-02
495,5589977923,30,2,3,20004,52052909471,1,2025-11-03,1155295,11203,2097864,1,2025-11-03
496,2334769381,4,2,3,20022,72666013018,1,2025-07-04,4880751,1136,157033,1,2025-07-04
497,2334769381,5,2,3,20022,72666013018,1,2026-07-30,234906,1688,157033,1,2026-07-30
498,2334769381,8,2,7,20022,36889076272,1,2026-09-10,261782,5140,28847,1,2026-09-10
499,2334769381,27,2,12,20022,72666013018,1,2026-04-13,55163,786,157033,1,2026-04-13
500,2334769381,12,1,11,20022,36889076272,1,2026-07-23,0,0,28847,1,2026-07-23
501,2334769381,15,1,1,20022,72666013018,1,2024-07-18,1117461,7089,157033,1,2024-07-18
502,2334769381,22,1,10,20022,72666013018,1,2025-12-30,0,0,157033,1,2025-12-30
503,2334769381,25,1,13,20022,72666013018,1,2024-10-06,1674736,29923,157033,1,2024-10-06
504,2334769381,11,1,11,20022,72666013018,1,2025-01-03,0,0,157033,1,2025-01-03
505,2334769381,27,2,4,20022,72666013018,1,2025-09-06,1667848,11666,157033,1,2025-09-06
506,2334769381,12,1,5,20022,72666013018,1,2026-03-16,154723,47,157033,1,2026-03-16
507,2334769381,21,1,11,20022,36889076272,1,2026-02-27,0,0,28847,1,2026-02-27
508,6739964489,7,1,10,20010,73049348997,1,2025-05-14,0,0,75527,1,2025-05-14
509,6739964489,19,1,6,20010,73049348997,1,2026-07-25,826,3,75527,1,2026-07-25
510,6739964489,15,1,7,20010,73049348997,1,2024-11-09,345194,1238,75527,1,2024-11-09
511,6739964489,31,2,8,20010,73049348997,1,2025-11-03,46543,494,75527,3,2025-11-03
512,6739964489,5,1,3,20010,73049348997,1,2026-04-05,3617144,44291,75527,1,2026-04-05
513,6739964489,18,1,10,20010,73049348997,3,2026-06-25,0,0,75527,1,2026-06-25
514,6739964489,27,2,13,20010,73049348997,1,2026-07-23,282994,4195,75527,1,2026-07-23
515,6739964489,5,2,2,20010,73049348997,1,2024-05-17,351854,5537,75527,1,2024-05-17
516,6739964489,21,1,11,20010,73049348997,2,2026-03-03,0,0,75527,1,2026-03-03
517,6739964489,28,2,3,20010,73049348997,1,2024-10-14,4787092,85708,75527,1,2024-10-14
518,6739964489,26,2,12,20010,73049348997,1,2026-04-16,92741,1488,75527,1,2026-04-16
519,6739964489,30,2,3,20010,73049348997,1,2026-02-09,1894366,20278,75527,1,2026-02-09
520,6739964489,27,2,12,20010,73049348997,1,2024-09-14,7619,75,75527,1,2024-09-14
521,4406874123,6,1,2,20044,32457862434,1,2026-07-24,888640,14997,0,1,2026-07-24
522,4406874123,22,1,11,20044,36655596612,1,2024-01-10,0,0,0,1,2024-01-10
523,4406874123,13,1,8,20044,32457862434,1,2025-10-09,283817,393,0,1,2025-10-09
524,4406874123,10,1,5,20044,36655596612,2,2025-12-07,173911,22,0,1,2025-12-07
525,4406874123,26,1,13,20044,32457862434,1,2025-10-28,203460,1836,0,1,2025-10-28
526,4406874123,2,2,1,20044,36655596612,1,2026-05-16,93886,1096,0,1,2026-05-16
527,4406874123,25,2,12,20044,36655596612,1,2024-06-21,84821,166,0,1,2024-06-21
528,4406874123,9,1,10,20044,36655596612,1,2025-06-05,0,0,0,1,2025-06-05
529,2796879815,28,2,3,20056,64634949305,1,2026-03-18,2766869,51763,0,1,2026-03-18
530,2796879815,13,1,9,20056,64634949305,1,2026-01-26,923216,9039,0,1,2026-01-26
531,2796879815,18,1,6,20056,64634949305,1,2025-01-02,2155,4,0,1,2025-01-02
532,2796879815,10,1,11,20056,64634949305,1,2026-06-14,0,0,0,1,2026-06-14
533,2796879815,18,2,5,20056,64634949305,1,2025-11-29,53109,898,0,1,2025-11-29
534,2796879815,1,2,3,20056,64634949305,1,2025-12-02,210960,2540,0,1,2025-12-02
535,2796879815,5,2,1,20056,64634949305,1,2024-10-24,699352,9000,0,1,2024-10-24
536,2796879815,16,1,7,20056,64634949305,1,2024-11-30,130171,1059,0,1,2024-11-30
537,2796879815,12,1,5,20056,64634949305,1,2025-07-23,233272,1159,0,1,2025-07-23
538,2796879815,20,1,10,20056,64634949305,1,2024-11-25,0,0,0,1,2024-11-25
539,2796879815,1,2,12,20056,64634949305,1,2026-01-29,46994,760,0,1,2026-01-29
540,2796879815,6,2,10,20056,64634949305,1,2025-02-09,0,0,0,1,2025-02-09
541,2796879815,8,1,7,20056,64634949305,1,2024-08-05,261603,305,0,1,2024-08-05
542,2796879815,13,1,8,20056,64634949305,1,2024-08-05,649609,2316,0,1,2024-08-05
543,2796879815,7,2,10,20056,64634949305,1,2024-07-08,0,0,0,1,2024-07-08
544,2796879815,3,1,3,20056,64634949305,1,2025-06-25,2289992,14806,0,1,2025-06-25
545,2796879815,20,1,6,20056,64634949305,1,2024-01-05,17598,99,0,1,2024-01-05
546,5514284350,5,1,12,20031,68300466751,1,2026-02-18,86129,592,41891,1,2026-02-18
